"ID","Process","Mesh","Date","Time","Latitude","Longitude","Genus","Species","Division","LifeStage","Zooppl","AvgTemp","AvgSpc","AvgDO","AvgTurb","AvgDepth"
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Cyclopoid","","Copepoda","Copepodid",0.08730133147,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Diacyclops","thomasi","Copepoda","Adult",0.00684716325,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Eurytemora","affinis","Copepoda","Adult",0.00085589541,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Halicyclops","","Copepoda","Adult",0.00171179081,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Harpacticoida","","Copepoda","Adult",0.00256768622,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Macrocyclops","albidus","Copepoda","Adult",0.00085589541,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Pseudodiaptomus","forbesi","Copepoda","Adult",0.00427947703,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Sinocalanus","doerri","Copepoda","Adult",0.00684716325,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Copepod","","Copepoda","Nauplii",0.06962985914,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Ostracoda","","Ostracoda","Adult",0.00524608528,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Brachionus","","Rotifera","Adult",0.00071537527,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Synchaeta","","Rotifera","Adult",0.00190766737,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Clitellata","","Annelida","",0.00166920895,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Hydra","","Cnidaria","",0.00238458422,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Veliger","","Mollusca","",0.00381533475,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-02-19-NW2S-2","BSA",150,2013-02-19,"9:42:00",38.292903,-121.679296,"Nematoda","","Nematoda","",0.00238458422,9.9499998095,355.90000915,13.089999675,41.90000153,1.440000057
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Daphnia","","Cladocera","Adult",0.14038469257,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Calanoid","","Copepoda","Copepodid",2.61115528188,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Cyclopoid","","Copepoda","Copepodid",2.16192426564,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Diacyclops","thomasi","Copepoda","Adult",0.08423081554,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Eurytemora","affinis","Copepoda","Adult",0.05615387703,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Leptodiaptomus","siciloides","Copepoda","Adult",0.02807693851,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Sinocalanus","doerri","Copepoda","Adult",1.23538529465,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Copepod","","Copepoda","Nauplii",2.54136403471,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Ostracoda","","Ostracoda","Adult",0.02887913676,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Brachionus","","Rotifera","Adult",0.04331870514,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW4S-2","BSA",150,2013-03-07,"11:14:00",38.288737,-121.676684,"Euchlanis","","Rotifera","Adult",0.00721978419,12.200000285,271.15000155,10.0100002275,30.19999981,1.360000014
"2013-03-07-NW5S-3","BSA",150,2013-03-07,"11:40:00",38.282909,-121.687354,"Bosmina","","Cladocera","Adult",0.00092989154,12.64999962,327.84999085,9.829999924,27.79999924,1.399999976
"2013-03-07-NW5S-3","BSA",150,2013-03-07,"11:40:00",38.282909,-121.687354,"Daphnia","","Cladocera","Adult",0.00557934924,12.64999962,327.84999085,9.829999924,27.79999924,1.399999976
"2013-03-07-NW5S-3","BSA",150,2013-03-07,"11:40:00",38.282909,-121.687354,"Calanoid","","Copepoda","Copepodid",0.07718099778,12.64999962,327.84999085,9.829999924,27.79999924,1.399999976
"2013-03-07-NW5S-3","BSA",150,2013-03-07,"11:40:00",38.282909,-121.687354,"Cyclopoid","","Copepoda","Copepodid",0.09949839473,12.64999962,327.84999085,9.829999924,27.79999924,1.399999976
"2013-03-07-NW5S-3","BSA",150,2013-03-07,"11:40:00",38.282909,-121.687354,"Diacyclops","thomasi","Copepoda","Adult",0.00185978308,12.64999962,327.84999085,9.829999924,27.79999924,1.399999976
"2013-03-07-NW5S-3","BSA",150,2013-03-07,"11:40:00",38.282909,-121.687354,"Halicyclops","","Copepoda","Adult",0.00278967462,12.64999962,327.84999085,9.829999924,27.79999924,1.399999976
"2013-03-07-NW5S-3","BSA",150,2013-03-07,"11:40:00",38.282909,-121.687354,"Sinocalanus","doerri","Copepoda","Adult",0.05021414313,12.64999962,327.84999085,9.829999924,27.79999924,1.399999976
"2013-03-07-NW5S-3","BSA",150,2013-03-07,"11:40:00",38.282909,-121.687354,"Copepod","","Copepoda","Nauplii",0.10560911056,12.64999962,327.84999085,9.829999924,27.79999924,1.399999976
"2013-03-07-NW5S-3","BSA",150,2013-03-07,"11:40:00",38.282909,-121.687354,"Brachionus","","Rotifera","Adult",0.02391149673,12.64999962,327.84999085,9.829999924,27.79999924,1.399999976
"2013-03-07-NW5S-3","BSA",150,2013-03-07,"11:40:00",38.282909,-121.687354,"Clitellata","","Annelida","",0.00039852495,12.64999962,327.84999085,9.829999924,27.79999924,1.399999976
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Alona","","Cladocera","Adult",0.07780267413,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Bosmina","","Cladocera","Adult",0.07780267413,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Ceriodaphnia","","Cladocera","Adult",0.2334080224,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Chydorus","","Cladocera","Adult",0.07780267413,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Daphnia","","Cladocera","Adult",1.01143476375,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Calanoid","","Copepoda","Copepodid",9.25851822204,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Cyclopoid","","Copepoda","Copepodid",7.54685939107,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Diacyclops","thomasi","Copepoda","Adult",0.54461871894,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Eurytemora","affinis","Copepoda","Adult",0.31121069654,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Leptodiaptomus","siciloides","Copepoda","Adult",0.15560534827,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Sinocalanus","doerri","Copepoda","Adult",4.43475242568,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Copepod","","Copepoda","Nauplii",8.16928078415,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Ostracoda","","Ostracoda","Adult",0.02714046772,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Brachionus","","Rotifera","Adult",1.62842806329,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Kellicottia","","Rotifera","Adult",0.02714046772,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Polyarthra","","Rotifera","Adult",0.02714046772,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Synchaeta","","Rotifera","Adult",0.08142140316,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Aphididae","","Insecta","",0.00498735091,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NW6S-4","BSA",150,2013-03-07,"12:05:00",38.287003,-121.682718,"Chironomidae","","Insecta","",0.00498735091,12.80000019,293.1499939,10.63500023,16.35000038,1.620000005
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Alona","","Cladocera","Adult",1.40244307479,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Bosmina","","Cladocera","Adult",3.64635199445,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Chydorus","","Cladocera","Adult",0.56097722992,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Daphnia","","Cladocera","Adult",3.08537476453,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Calanoid","","Copepoda","Copepodid",13.46345351797,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Cyclopoid","","Copepoda","Copepodid",26.92690703593,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Diacyclops","thomasi","Copepoda","Adult",1.9634203047,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Halicyclops","","Copepoda","Adult",1.12195445983,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Harpacticoida","","Copepoda","Adult",0.28048861496,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Leptodiaptomus","siciloides","Copepoda","Adult",1.12195445983,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Sinocalanus","doerri","Copepoda","Adult",3.64635199445,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Copepod","","Copepoda","Nauplii",8.212504492,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Ostracoda","","Ostracoda","Adult",0.50538489182,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Brachionus","","Rotifera","Adult",0.15793277869,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-07-NE4S-9","BSA",150,2013-03-07,"14:31:00",38.278574,-121.669735,"Corixidae","","Insecta","",0.03158655574,13.400000095,381.34999085,9.9300003065,29.05000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Bosmina","","Cladocera","Adult",4.62427176011,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Ceriodaphnia","","Cladocera","Adult",2.31213588006,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Chydorus","","Cladocera","Adult",2.31213588006,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Daphnia","","Cladocera","Adult",18.49708704045,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Calanoid","","Copepoda","Copepodid",312.13834380759,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Cyclopoid","","Copepoda","Copepodid",136.41601692332,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Diacyclops","thomasi","Copepoda","Adult",4.62427176011,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Harpacticoida","","Copepoda","Adult",4.62427176011,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Sinocalanus","doerri","Copepoda","Adult",80.92475580197,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Copepod","","Copepoda","Nauplii",264.24410057786,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SE6S-6","BSA",150,2013-03-12,"10:38:00",38.264054,-121.679944,"Ostracoda","","Ostracoda","Adult",1.65152562861,14.150000095,309,10.039999962,28.30000019,1.74000001
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Bosmina","","Cladocera","Adult",0.55150126528,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Chydorus","","Cladocera","Adult",0.27575063264,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Daphnia","","Cladocera","Adult",1.65450379585,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Monospilus","","Cladocera","Adult",0.27575063264,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Acanthocyclops","vernalis","Copepoda","Adult",0.55150126528,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Calanoid","","Copepoda","Copepodid",38.32933793725,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Cyclopoid","","Copepoda","Copepodid",14.89053416267,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Diacyclops","thomasi","Copepoda","Adult",2.48175569378,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Sinocalanus","doerri","Copepoda","Adult",10.75427467304,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Copepod","","Copepoda","Nauplii",13.28198880559,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Ostracoda","","Ostracoda","Adult",0.32170907142,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Asplanchna","","Rotifera","Adult",0.13787531632,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Brachionus","","Rotifera","Adult",3.17113227538,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Gastropoda","","Mollusca","",0.13787531632,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Aphididae","","Insecta","",0.0037903867,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW8S-2","BSA",150,2013-03-12,"8:52:00",38.269257,-121.689029,"Corixidae","","Insecta","",0.0037903867,13.349999905,304.8999939,9.355000019,18,1.779999971
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Bosmina","","Cladocera","Adult",0.0842028875,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Daphnia","","Cladocera","Adult",0.37891299377,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Acanthocyclops","vernalis","Copepoda","Adult",0.04210144375,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Calanoid","","Copepoda","Copepodid",4.96797036273,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Cyclopoid","","Copepoda","Copepodid",1.55775341882,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Diacyclops","thomasi","Copepoda","Adult",0.21050721876,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Halicyclops","","Copepoda","Adult",0.04210144375,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Harpacticoida","","Copepoda","Adult",0.0842028875,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Sinocalanus","doerri","Copepoda","Adult",2.1050721876,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Skistodiaptomus","pallidus","Copepoda","Adult",0.0842028875,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Copepod","","Copepoda","Nauplii",3.97156952727,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Brachionus","","Rotifera","Adult",0.85606268962,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Synchaeta","","Rotifera","Adult",0.02806762917,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
"2013-03-12-SW9S-3","BSA",150,2013-03-12,"9:18:00",38.278249,-121.692091,"Nematoda","","Nematoda","",0.01403381458,13.44999981,343.55000305,9.720000268,21.10000038,1.440000057
